artist,name,category,position,score,from,to,us,uk,de,fr,ca,au
"Jeremy Camp","Carried Me: The Worship Project","album","","4279.769","Feb 2004","Oct 2004","102","","","","","",""
"Jeremy Camp","Christmas: God With Us","album",""," 156.181","Dec 2012","Dec 2012","119","","","","","",""
"Jeremy Camp","I Will Follow","album","","1710.575","Feb 2015","Jul 2016","25","","","","","",""
"Jeremy Camp","Live--Unplugged: Franklin, TN","album","","1134.091","Nov 2005","Feb 2006","111","","","","","",""
"Jeremy Camp","Reckless","album",""," 902.912","Mar 2013","Dec 2013","31","","","","","",""
"Jeremy Camp","Restored","album","","7024.471","Dec 2004","Nov 2006","45","","","","","",""
"Jeremy Camp","Speaking Louder Than Before","album","","2738.158","Dec 2008","May 2010","38","","","","","",""
"Jeremy Camp","The Answer","album",""," 389.658","Oct 2017","Dec 2017","33","","","","","",""
"Jeremy Camp","The Story's Not Over","album",""," 329.025","Oct 2019","Oct 2019","39","","","","","",""
"Jeremy Camp","We Cry Out: The Worship Project","album","","2297.922","Sep 2010","Feb 2013","15","","","","","",""
"Jermaine Dupri & Ludacris","Welcome To Atlanta","song","1805","5165.953","Dec 2001","May 2002","35","","","","","",""
"Jermaine Dupri & Nas & Monica","I've Got To Have It","song",""," 244.359","Sep 2000","Oct 2000","","","76","","","",""
"Jermaine Niffer & DJ D-Train","Veel vuur, veel stroom","album","","   6.933","Jan 2017","Jan 2017","","","","","","",""
"Jess Glynne","Ain't Got Far To Go","song",""," 156.782","Jul 2015","Apr 2016","","45","","","","",""
"Jess Glynne","All I Am","song",""," 959.534","Aug 2018","Jan 2019","","7","","","","",""
"Jess Glynne","Always In Between","album","1865","10527.683","Oct 2018","Oct 2020","109","1","33","141","51","18",""
"Jess Glynne","Don't Be So Hard On Yourself","song","","1924.451","Aug 2015","Apr 2016","","1","46","","","10",""
"Jess Glynne","Hold My Hand","song","","3305.555","Mar 2015","Oct 2016","86","1","19","89","","16",""
"Jess Glynne","I Cry When I Laugh","album","699","23722.566","Aug 2015","Jun 2021","25","1","27","106","","7",""
"Jess Glynne","I'll Be There","song","","1881.757","May 2018","Feb 2019","","1","92","","","23",""
"Jess Glynne","If I Can't Have You","song","","  10.767","Jun 2016","Jul 2016","","","","104","","",""
"Jess Glynne","No One","song",""," 108.741","Mar 2019","Apr 2019","","88","","","","",""
"Jess Glynne","Right Here","song",""," 670.356","Jul 2014","Feb 2015","","6","25","","","",""
"Jess Glynne","Take Me Home","song","","1143.010","Nov 2015","Jun 2016","","6","66","","","",""
"Jess Glynne","This Christmas","song",""," 476.317","Nov 2020","Jan 2021","","3","","","","",""
"Jess Glynne","Thursday","song","","1628.320","Oct 2018","May 2019","","3","","","","",""
"Jess Glynne","Why Me","song","","  23.920","Aug 2015","Aug 2015","","68","","","","",""
"Jess Glynne & Jax Jones","One Touch","song",""," 601.282","May 2019","Aug 2019","","19","","","","",""
"Jesse McCartney","Beautiful Soul","album","637","25730.836","Oct 2004","May 2006","15","53","16","","","5",""
"Jesse McCartney","Beautiful Soul","song","1051","7489.083","Dec 2004","Apr 2006","16","16","25","","","1",""
"Jesse McCartney","Because You Live","song",""," 279.305","Feb 2006","May 2006","","","","","","",""
"Jesse McCartney","Body Language","song","","1274.360","Sep 2009","Jan 2010","35","","","","","",""
"Jesse McCartney","Departure","album","","2907.538","May 2008","May 2009","14","97","","174","","",""
"Jesse McCartney","Get Your Shine On","song","","  72.936","Sep 2005","Oct 2005","","","","","","34",""
"Jesse McCartney","How Do You Sleep?","song","","2175.370","Feb 2009","Jul 2009","26","","","","40","",""
"Jesse McCartney","In Technicolor","album",""," 329.028","Aug 2014","Aug 2014","35","","","","","",""
"Jesse McCartney","It's Over","song",""," 469.523","Oct 2008","Nov 2008","62","","","","","",""
"Jesse McCartney","Just So You Know","song","","  66.699","Feb 2007","Feb 2007","","","90","","","",""
"Jesse McCartney","Leavin'","song","1570","5720.189","May 2008","Dec 2008","10","48","","32","16","49",""
"Jesse McCartney","Live: The Beautiful Soul Tour","album",""," 896.451","Dec 2005","Jan 2006","153","","","","","",""
"Jesse McCartney","Right Where You Want Me","album","","4272.074","Oct 2006","May 2007","15","","","83","","49",""
"Jesse McCartney","Right Where You Want Me","song","","2488.634","Sep 2006","Jul 2007","33","54","","24","","20",""
"Jesse McCartney","Shake","song",""," 721.257","Oct 2010","Jan 2011","54","","","","","",""
"Jesse McCartney","She's No You","song",""," 682.712","May 2005","Sep 2005","91","","","","","10",""
"Jessica Andrews","Who I Am","album","1871","10505.737","Mar 2001","Oct 2001","22","","","","","",""
"Jessica Andrews","Who I Am","song","1518","5856.377","Jan 2001","Jun 2001","28","","","","","",""
"Jessica Mauboy & Flo-Rida","Running Back","song",""," 366.634","Oct 2008","Feb 2009","","","","","","3",""
"Jessica Mauboy & Ludacris","Saturday Night","song",""," 224.406","Nov 2010","Mar 2011","","","","","","7",""
"Jessica Mauboy & Snoop Dogg","Get 'Em Girls","song","","  63.419","Oct 2010","Dec 2010","","","","","","19",""
"Jessica Sanchez & Ne-Yo","Tonight","song","","   9.519","May 2013","May 2013","","","","","","42",""
"Jessica Simpson","A Public Affair","album","","3741.695","Sep 2006","Feb 2007","5","65","","","6","33",""
"Jessica Simpson","A Public Affair","song","","3396.844","Jul 2006","Mar 2007","14","20","72","","","17",""
"Jessica Simpson","Angels","song","","  89.408","Oct 2004","Nov 2004","","","","","","27",""
"Jessica Simpson","Come On Over","song",""," 657.121","Jul 2008","Aug 2008","65","","","","","",""
"Jessica Simpson","Do You Know","album","","2153.556","Sep 2008","Nov 2008","4","","","","13","",""
"Jessica Simpson","Happy Christmas","album",""," 118.965","Dec 2010","Dec 2010","123","","","","","",""
"Jessica Simpson","I Think I'm In Love With You","song","1308","6490.233","Jun 2000","Oct 2000","21","15","63","","","10",""
"Jessica Simpson","I Wanna Love You Forever","song","1276","6625.176","Jan 2000","Aug 2000","3","7","27","100","","9",""
"Jessica Simpson","In This Skin","album","267","44308.612","Sep 2003","Feb 2005","2","36","","117","","13",""
"Jessica Simpson","Irresistible","album","","8250.724","Jun 2001","Oct 2001","6","","34","","13","",""
"Jessica Simpson","Irresistible","song","962","7940.754","May 2001","Oct 2001","15","11","33","","","21",""
"Jessica Simpson","Rejoyce: The Christmas Album","album","","3184.108","Dec 2004","Jan 2005","14","","","","","",""
"Jessica Simpson","Sweet Kisses","album","574","27666.523","Jan 2000","Feb 2001","25","36","44","","","",""
"Jessica Simpson","Take My Breath Away","song","1723","5311.711","Apr 2004","Oct 2004","20","","","18","","15",""
"Jessica Simpson","These Boots Are Made For Walkin'","song","1728","5320.872","Jul 2005","Apr 2006","14","4","17","","","2",""
"Jessica Simpson","With You","song","780","9032.849","Dec 2003","Sep 2004","14","7","","","","4",""
"Jessica Simpson & Nick Lachey","Where You Are","song","","1382.837","Apr 2000","May 2000","62","","","","","",""
"Jessie J","Ain't Been Done","song","","  16.452","Sep 2015","Sep 2015","","","","","","47",""
"Jessie J","Alive","album","","1504.384","Sep 2013","Mar 2014","","3","35","104","","7",""
"Jessie J","Burning Up","song",""," 472.311","Oct 2014","Jan 2015","86","73","","","","",""
"Jessie J","Do It Like A Dude","song","","1570.742","Nov 2010","Jul 2011","","2","41","71","","",""
"Jessie J","Domino","song","1099","7291.587","Sep 2011","Apr 2014","6","1","22","11","7","5",""
"Jessie J","Flashlight","song","","2189.259","May 2015","Oct 2015","61","13","38","86","","2",""
"Jessie J","It's My Party","song",""," 493.632","Sep 2013","Jan 2014","","3","","","","12",""
"Jessie J","Mamma Knows Best","song","","  25.080","Apr 2012","Apr 2012","","59","","","","",""
"Jessie J","Man With The Bag","song","","  98.495","Jan 2016","Jan 2021","","70","","","","",""
"Jessie J","Masterpiece","song","","1142.134","Dec 2014","May 2015","65","","10","","","14",""
"Jessie J","Nobody's Perfect","song","","1388.548","Mar 2011","Dec 2013","","9","40","","","9",""
"Jessie J","Sexy Lady","song",""," 182.642","Sep 2013","Sep 2014","","22","","","","",""
"Jessie J","Silver Lining (Crazy 'Bout You)","song","","  41.297","Nov 2012","Jan 2013","","100","66","","","",""
"Jessie J","Sweet Talker","album","","6075.485","Oct 2014","Oct 2015","10","5","25","131","16","14",""
"Jessie J","Thunder","song",""," 284.910","Nov 2013","Feb 2014","","18","","","","",""
"Jessie J","Who You Are","album","1266","14619.189","Mar 2011","Aug 2013","11","2","18","15","6","4",""
"Jessie J","Who You Are","song",""," 689.435","Mar 2011","May 2013","","8","","","","",""
"Jessie J","Who's Laughing Now","song",""," 531.931","Aug 2011","Jan 2012","","16","","","","",""
"Jessie J","Wild","song","","1328.139","Jun 2013","Nov 2013","","5","12","160","","6",""
"Jessie J & BoB","Price Tag","song","891","8411.761","Feb 2011","Feb 2015","23","1","3","1","4","2",""
"Jessie J & David Guetta","Laserlight","song",""," 688.034","Feb 2012","Aug 2012","","5","","","","48",""
"Jessie J, Nicki Minaj & Ariana Grande","Bang Bang","song","629","10180.235","Aug 2014","May 2017","3","1","13","47","3","4",""
"Jessie Reyez & Eminem","Coffin","song","","   7.277","Apr 2020","Apr 2020","","","","","98","",""
"Jet","Are You Gonna Be My Girl?","song","1025","7611.996","Aug 2003","Mar 2013","29","16","49","168","","20",""
"Jet","Bring It On Back","song",""," 103.000","Nov 2006","Dec 2006","","51","","","","",""
"Jet","Cold Hard Bitch","song","","4433.618","Apr 2004","Nov 2004","55","34","","","","33",""
"Jet","Get Born","album","277","43235.736","Sep 2003","Sep 2006","26","14","19","101","","1",""
"Jet","Get Me Outta Here","song",""," 145.470","Jan 2005","Jan 2005","","37","","","","",""
"Jet","Look What You've Done","song","1889","4980.584","Mar 2004","Jun 2005","37","28","","","","14",""
"Jet","Put Your Money Where Your Mouth Is","song",""," 410.973","Sep 2006","Nov 2006","","23","","","","14",""
"Jet","Rip It Up","song","","  11.866","Jan 2007","Feb 2007","","","","","","49",""
"Jet","Rollover DJ","song",""," 301.117","Nov 2003","Mar 2004","","34","","","","31",""
"Jet","Seventeen","song",""," 104.799","May 2010","Jul 2010","","","","","","31",""
"Jet","Shaka Rock","album",""," 824.394","Aug 2009","May 2010","27","53","59","135","","5",""
"Jet","She's A Genius","song",""," 168.707","Aug 2009","Nov 2009","","","","","","20",""
"Jet","Shine On","album","","3200.593","Oct 2006","Feb 2007","16","13","47","140","","3",""
"Jewel","0304","album","1723","11267.398","Jun 2003","Mar 2004","2","79","33","141","9","10",""
"Jewel","2 Become 1","song","","  15.057","Mar 2004","Apr 2004","","","","","","49",""
"Jewel","Again And Again","song",""," 298.798","May 2006","Jun 2006","80","","","","","38",""
"Jewel","Break Me","song","","   5.796","May 2002","May 2002","","","","","","",""
"Jewel","Goodbye Alice In Wonderland","album","","4283.476","May 2006","Aug 2006","8","","","","","17",""
"Jewel","Greatest Hits","album",""," 251.675","Feb 2013","Mar 2013","73","","","","","",""
"Jewel","Intuition","song","1281","6572.058","May 2003","Nov 2003","20","52","77","","","4",""
"Jewel","Joy: A Holiday Collection","album","","1452.444","Jan 2000","Jan 2000","41","","","","","",""
"Jewel","Let It Snow: A Holiday Musical Collection","album",""," 314.194","Jan 2014","Jan 2014","43","","","","","",""
"Jewel","Lullaby","album","","  96.374","May 2009","May 2009","117","","","","","",""
"Jewel","Perfectly Clear","album","","3178.458","Jun 2008","Dec 2008","8","","","","","",""
"Jewel","Picking Up The Pieces","album",""," 443.590","Oct 2015","Nov 2015","28","","","","","",""
"Jewel","Pieces Of You","album",""," 759.636","Jan 2001","May 2002","","","","","","",""
"Jewel","Spirit","album",""," 450.763","Jan 2000","May 2002","171","","","","","",""
"Jewel","Stand","song",""," 352.383","Nov 2003","Feb 2004","","","","","","21",""
"Jewel","Standing Still","song","1411","6139.022","Nov 2001","May 2002","25","83","","","","32",""
"Jewel","Stronger Woman","song",""," 823.294","Feb 2008","Jun 2008","84","","","","","",""
"Jewel","Sweet And Wild","album","","1435.371","Jun 2010","Sep 2010","11","","","","","",""
"Jewel","This Way","album","923","19051.536","Nov 2001","Feb 2004","9","34","13","41","","6",""
"Jey-jet & Lektra","Electro-Tek","album",""," 855.015","Dec 2007","Apr 2008","","","","20","","",""
"Jhay Cortez, J Balvin & Bad Bunny","No me conoce","song","","1495.073","Jul 2019","Oct 2019","71","","","","","",""
"Jhene Aiko","Chilombo","album","559","28160.068","Mar 2020","Jun 2021","2","13","","102","7","29",""
"Jhene Aiko","None Of Your Concern","song","","  26.054","Nov 2019","Nov 2019","","97","","","","",""
"Jhene Aiko","P*$$y Fairy (OTW)","song","","3909.879","Feb 2020","Jul 2020","40","","","","","",""
"Jhene Aiko","P*Ssy Fairy (Otw)","song","","  32.082","Mar 2020","Mar 2020","","84","","","","",""
"Jhene Aiko","Sail Out (EP)","album","","7636.970","Nov 2013","Oct 2014","8","","","","","",""
"Jhene Aiko","Sailing Soul(s)","album",""," 109.881","Mar 2021","Apr 2021","180","","","","","",""
"Jhene Aiko","Souled Out","album","","2300.354","Sep 2014","Feb 2015","3","23","","","20","",""
"Jhene Aiko","The Worst","song","","1862.137","Feb 2014","Jul 2014","43","","","","","",""
"Jhene Aiko","Triggered","song",""," 564.007","May 2019","Mar 2020","51","","","","","",""
"Jhene Aiko","Trip","album","","8156.099","Sep 2017","Oct 2018","5","56","","","36","",""
"Jhene Aiko & Big Sean","None Of Your Concern","song",""," 705.655","Nov 2019","Mar 2020","55","","","","","",""
"Jhene Aiko & Future & Miguel","Happiness Over Everything (H.O.E.)","song",""," 281.043","Mar 2020","Mar 2020","65","","","","","",""
"Jhene Aiko & H.E.R.","B.S.","song","","3541.835","Mar 2020","Jan 2021","24","64","","","","",""
"Jhene Aiko, Swae Lee Or Rae Sremmurd","Sativa","song","","1494.087","Mar 2018","Jul 2018","74","","","","","",""
"Jibbs","Chain Hang Low","song","1556","5739.973","Aug 2006","Mar 2007","7","63","90","","","",""
"Jibbs & Chamillionaire","King Kong","song","","1685.263","Jan 2007","Apr 2007","54","","","","","",""
"Jill Scott","A Long Walk","song","1982","4788.671","Feb 2001","Jun 2001","43","54","","","","",""
"Jill Scott","Beautifully Human: Words And Sounds Vol. 2","album","1727","11247.310","Aug 2004","Apr 2005","3","27","","56","","",""
"Jill Scott","Closure","song","","   4.553","Aug 2015","Aug 2015","","","","189","","",""
"Jill Scott","Experience: Jill Scott 826+","album","","4957.664","Dec 2001","Mar 2002","38","","","","","",""
"Jill Scott","Gettin' In The Way","song",""," 219.642","Oct 2000","Dec 2000","","30","","","","",""
"Jill Scott","Gimme","song","","   5.854","Mar 2002","Mar 2002","","","","","","",""
"Jill Scott","Golden","song",""," 116.100","Oct 2004","Nov 2004","","59","","","","",""
"Jill Scott","Hidden Beach Presents: The Original Jill Scott From The Vault Vol. 1","album",""," 537.726","Sep 2011","Oct 2011","28","","","","","",""
"Jill Scott","Jill Scott Collaborations","album","","2057.371","Feb 2007","Apr 2007","12","","","","","",""
"Jill Scott","The Light Of The Sun","album","","4188.934","Jun 2011","Dec 2011","1","69","","103","","",""
"Jill Scott","The Real Thing: Words & Sounds Vol. 3","album","","6944.927","Oct 2007","Apr 2008","4","79","","128","","",""
"Jill Scott","The Way","song","","4265.077","Jul 2001","Nov 2001","60","","","","","",""
"Jill Scott","Who Is Jill Scott? - Words And Sounds Vol. 1","album","362","37377.410","Jul 2000","Mar 2002","17","69","","","","",""
"Jill Scott","Woman","album","","2464.006","Aug 2015","Oct 2015","1","54","","119","","",""
"Jill Scott & Anthony Hamilton","So In Love","song","","  58.226","Jul 2011","Jul 2011","97","","","","","",""
"Jim Jones","We Fly High","song","1057","7437.458","Oct 2006","Apr 2007","5","","","","","",""
"Jimmy Buffett","'Tis The Season","album","","1194.996","Nov 2016","Jan 2017","50","","","","","",""
"Jimmy Buffett","Buffet Hotel","album","","1267.490","Dec 2009","May 2010","17","","","","","",""
"Jimmy Buffett","Buffett Live: Tuesdays, Thursdays, Saturdays","album","","1723.812","Jan 2000","May 2010","102","","","","","",""
"Jimmy Buffett","Buried Treasure, Volume One","album",""," 176.458","Dec 2017","Dec 2017","85","","","","","",""
"Jimmy Buffett","Encores","album","","1560.137","May 2010","Aug 2010","7","","","","","",""
"Jimmy Buffett","Far Side Of The World","album","","6393.512","Apr 2002","Jul 2002","5","","","","","",""
"Jimmy Buffett","Jimmy Buffett Live In Anguilla","album",""," 867.620","Nov 2007","Jan 2008","54","","","","","",""
"Jimmy Buffett","License To Chill","album","924","19038.606","Jul 2004","May 2010","1","","","","","",""
"Jimmy Buffett","Life On The Flip Side","album","","1104.286","Jun 2020","Jul 2020","2","","","","","",""
"Jimmy Buffett","Live At Fenway Park","album","","1316.051","Dec 2005","Jan 2006","41","","","","","",""
"Jimmy Buffett","Live In Hawaii","album","","1742.066","Apr 2005","Jun 2005","66","","","","","",""
